169	BCL6/1	C2H2	BCL6B_C2H2_1	17	0	16	2
200	CENBP	CENPB	CENPB_CENPB_1	15	0	15	2
14	CUX/1	CUT	CUX1_CUT_3	14	3	12	18
16	CUX/2	CUT	CUX1_CUT_2	20	2	20	4
15	CUX/3	CUT	CUX1_CUT_1	17	0	17	1
157	E2F/3	E2F	E2F7_E2F_1	14	1	13	4
111	EGR	C2H2	EGR1_C2H2_1	16	2	13	13
98	ETS/1	ETS	EHF_ETS_1	25	7	17	71
201	GCM	GCM	GCM1_GCM_1	17	1	12	6
261	GLIS	C2H2	GLIS1_C2H2_1	16	1	15	6
258	GRHL	CP2	GRHL1_CP2_1	20	5	17	9
187	HIC/1	C2H2	HIC2_C2H2_1	18	1	15	5
274	HINFP1/1	C2H2	HINFP1_C2H2_1	16	1	11	4
275	HINFP1/2	C2H2	HINFP1_C2H2_2	20	0	20	1
276	HINFP1/3	C2H2	HINFP1_C2H2_3	19	0	19	1
195	HOMEZ	HOMEZ	HOMEZ_HOMEZ_1	12	1	11	1
249	HSF	HSF	HSF1_HSF_1	15	0	13	11
209	HSFY2	HSF	HSFY2_HSF_1	16	1	15	3
103	IRF/3	IRF	IRF5_IRF_1	16	2	14	3
112	KLF/SP/1	C2H2	KLF13_C2H2_1	19	3	14	20
105	PRDM1	C2H2	PRDM1_C2H2_1	15	2	13	4
66	SCRT1	C2H2	SCRT1_C2H2_1	15	2	12	4
67	SNAI2	C2H2	SNAI2_C2H2_1	10	2	8	4
211	SPDEF/1	ETS	SPDEF_ETS_2	15	1	14	2
212	SPDEF/2	ETS	SPDEF_ETS_3	16	1	15	2
95	SPI	ETS	SPI1_ETS_1	18	2	14	11
29	TCF/LEF	HMG	LEF1_HMG_1	17	3	13	12
273	ZIC	C2H2	ZIC1_C2H2_1	15	1	14	10
172	ZNF143	C2H2	ZNF143_C2H2_1	16	1	15	2
229	ZNF306	C2H2	ZNF306_C2H2_1	14	1	13	1
236	ZNF410	C2H2	ZNF410_C2H2_1	17	2	14	2
213	ZNF524	C2H2	ZNF524_C2H2_1	17	1	12	2
232	ZNF652	C2H2	Zfp652.mouse_C2H2_1	13	2	12	1
222	ZNF784	C2H2	ZNF784_C2H2_1	10	0	10	1
286	ZSCAN4	C2H2	ZSCAN4_C2H2_1	15	1	14	2
