23	CPEB1	RRM	CPEB1_RRM_1	11	1	9	3
186	E2F/1	E2F	E2F1_E2F_1	18	2	16	15
25	HD/19	homeodomain	OTX1_homeodomain_1	15	2	13	3
205	HD/24	homeodomain	Rhox11.mouse_homeodomain_1	17	4	13	2
3	HD/3	homeodomain	VENTX_homeodomain_2	21	3	20	1
206	MTF1	C2H2	MTF1_C2H2_1	17	2	16	4
39	NR/10	nuclearreceptor	THRB_nuclearreceptor_2	19	1	18	1
42	NR/13	nuclearreceptor	NR2F1_nuclearreceptor_2	22	5	19	16
43	NR/14	nuclearreceptor	NR2E1_nuclearreceptor_1	15	2	14	5
33	NR/4	nuclearreceptor	RXRA_nuclearreceptor_2	14	1	13	5
34	NR/5	nuclearreceptor	THRA_nuclearreceptor_1	18	1	17	2
35	NR/6	nuclearreceptor	NR4A2_nuclearreceptor_2	16	0	15	1
37	NR/8	nuclearreceptor	THRB_nuclearreceptor_3	20	1	19	1
38	NR/9	nuclearreceptor	NR4A2_nuclearreceptor_1	17	0	17	1
233	P53-like/2	P53L	Tp53.mouse_p53l_2	17	0	17	1
234	P53-like/3	P53L	Tp53.mouse_p53l_1	18	0	18	1
225	PRDM4	C2H2	PRDM4_C2H2_1	13	0	13	1
226	ZBTB49	C2H2	ZBTB49_C2H2_1	17	0	16	1
235	ZNF232	C2H2	ZNF232_C2H2_1	19	2	18	1
163	ZNF282	C2H2	ZNF282_C2H2_1	17	1	15	2
81	ZNF435	C2H2	ZNF435_C2H2_1	18	2	17	1
230	ZNF713	C2H2	ZNF713_C2H2_1	17	1	17	1
