88	ARI5A	ARID	Arid5a_MA0602.1	14	2	10	1
50	CREB/ATF/2	bZIP	ATF7_MA0834.1	18	4	14	15
215	DDIT3+CEBPA	bZIP	Ddit3+Cebpa_MA0019.1	12	3	12	1
214	DMRT3	DM	DMRT3_MA0610.1	11	2	9	1
68	Ebox/CACCTG	bHLH	FIGLA_MA0820.1	12	2	9	19
117	EWSR1/FLI1	ETS	EWSR1-FLI1_MA0149.1	18	0	17	1
242	GATA	C2H2	GATA1+TAL1_MA0140.2	22	4	14	23
277	GMEB2/2	SAND	GMEB2_MA0862.1	17	5	12	4
2	HD/2	homeodomain	ALX3_MA0634.1	26	8	16	186
28	HD/22	homeodomain	NKX2-3_MA0672.1	13	3	11	14
210	HD/25	homeodomain	HMBOX1_MA0895.1	10	1	9	2
6	HD/6	homeodomain	BARHL2_MA0635.1	18	1	16	11
9	HD/9	homeodomain	Lhx3_MA0135.1	13	1	12	1
60	HIF	bHLH	ARNT+HIF1A_MA0259.1	10	1	8	8
185	HLTF	not_classified	HLTF_MA0109.1	10	2	8	1
104	IRF/1	IRF	IRF2_MA0051.1	25	7	19	16
224	LIN54	CXC	LIN54_MA0619.1	9	1	8	1
199	MFZ1	C2H2	MZF1_MA0057.1	10	1	9	1
69	MIES	MEIS	MEIS1_MA0498.2	13	1	13	25
253	MYB/1	MYB	MYBL1_MA0776.1	14	1	12	3
99	NFAT/2	NFAT	NFAT5_MA0606.1	20	3	18	5
188	NFI/2	NFI	NFIA_MA0670.1	11	2	8	3
161	NFKB/2	NFAT	NFKB1_MA0105.4	13	1	12	4
13	NFY	NFY	Dux_MA0611.1	17	5	15	12
44	NR/15	nuclearreceptor	RXRA+VDR_MA0074.1	16	1	16	6
47	NR/18	nuclearreceptor	NR1A4+RXRA_MA1146.1	19	1	18	4
216	NR2E3	nuclearreceptor	Nr2e3_MA0164.1	7	1	7	1
283	PAX-halfsite	PAX	Pax2_MA0067.1	8	1	7	1
281	PAX/1	PAX	PAX1_MA0779.1	19	1	15	10
268	PLAG1	C2H2	PLAG1_MA0163.1	14	0	14	1
238	PROX1	PROX	PROX1_MA0794.1	12	1	11	2
165	RBPJ	not_classified	RBPJ_MA1116.1	14	3	12	4
162	REL-halfsite	NFAT	MZF1_MA0056.2	11	2	9	2
280	SIX/2	SIX	Six3_MA0631.1	17	1	14	1
147	SMAD	SMAD	SMAD2+SMAD3+SMAD4_MA0513.1	13	1	12	4
207	SMAD	MAD	SMAD3_MA0795.1	10	1	9	3
150	SPZ1	bHLH-ZIP	Spz1_MA0111.1	11	0	11	1
73	TBX/4	TBX	EOMES_MA0800.1	33	6	29	34
132	THAP1	not_classified	THAP1_MA0597.1	9	1	9	1
237	ZBED1	C2H2	ZBED1_MA0749.1	13	1	12	2
198	ZNF24	C2H2	ZNF24_MA1124.1	13	1	12	1
194	ZNF384/2	C2H2	ZNF384_MA1125.1	12	4	11	1
177	ZNF423	C2H2	Znf423_MA0116.1	15	1	15	1
