54	AP1/1	bZIP	ATF3_MOUSE.H11MO.0.A	17	4	12	41
17	CUX/4	CUT	CUX2_MOUSE.H11MO.0.C	11	1	10	1
90	DMRT1	DM	DMRT1_MOUSE.H11MO.0.C	17	2	15	2
262	GLI	C2H2	GLI1_MOUSE.H11MO.0.C	17	5	15	10
148	HAND1	bHLH	HAND1_MOUSE.H11MO.0.C	17	2	16	2
4	HD/4	homeodomain	BARX1_MOUSE.H11MO.0.C	17	5	13	17
252	MYB/5	MYB	MYBA_MOUSE.H11MO.0.C	15	3	11	4
100	NFAT/1	NFAT	NFAC1_MOUSE.H11MO.0.A	15	1	10	8
40	NR/11	nuclearreceptor	ERR2_MOUSE.H11MO.0.A	26	9	22	10
41	NR/12	nuclearreceptor	COT1_MOUSE.H11MO.0.B	30	2	19	30
248	NR/20	nuclearreceptor	ANDR_MOUSE.H11MO.0.A	17	2	16	13
176	PRDM16	C2H2	PRD16_MOUSE.H11MO.0.B	10	1	9	1
116	PRDM5	C2H2	PRDM5_MOUSE.H11MO.0.A	15	2	14	1
131	PRDM9	C2H2	PRDM9_MOUSE.H11MO.0.C	19	1	17	1
259	TFCP2	CP2	TF2L1_MOUSE.H11MO.0.C	19	2	17	2
153	ZNF335	C2H2	SMAD2_MOUSE.H11MO.0.A	22	1	21	3
228	ZNF431	C2H2	ZN431_MOUSE.H11MO.0.C	23	4	20	1
218	ZNF57	C2H2	ZFP57_MOUSE.H11MO.0.B	10	1	8	1
