223	GMEB2/1	SAND	GMEB2_SAND_2	14	1	14	1
278	GMEB2/3	SAND	GMEB2_SAND_3	15	1	15	1
196	IRF/4	IRF	IRF7_IRF_2	17	1	16	1
254	MYB/2	MYB	MYBL1_MYB_4	17	2	16	2
255	MYB/3	MYB	MYBL1_MYB_1	15	1	13	3
256	MYB/4	MYB	MYBL1_MYB_3	11	2	10	3
102	NFAT/3	NFAT	NFATC1_NFAT_2	15	0	15	1
168	NFAT/4	NFAT	NFATC1_NFAT_3	14	1	13	1
189	NFI/1	NFI	NFIA_NFI_1	17	2	16	10
82	POU/2	POU	POU1F1_POU_1	19	4	16	12
245	RFX/2	RFX	RFX2_RFX_2	15	1	14	4
178	RUNX/2	RUNX	RUNX2_RUNX_2	18	2	16	2
71	TBX/2	TBX	MGA_TBX_2	20	2	19	7
72	TBX/3	TBX	EOMES_TBX_2	22	2	20	5
